Ferramenta,Data adicionado,Descrição,Free,Online,Status,link,Área
ClearForest,13/04/2022   (BRT),ferramentas para análise e visualização de sua coleção de documentos.,,,Ativo,http://www.clearforest.com/,"Análise de texto, mineração de texto e recuperação de informações"
Lumenaut,13/04/2022   (BRT),Add-in de árvore de análise estatística e de decisão para Excel,,,Ativo,http://www.lumenaut.com/,Análise Estatística
DataFlux,13/04/2022   (BRT),"fornece soluções de gerenciamento de dados, incluindo perfil de dados, qualidade de dados, integração de dados e aumento de dados",,,Ativo,http://www.dataflux.com/,"Transformação de dados, limpeza de dados"
Nexidia,13/04/2022   (BRT),"provedor de software de busca de áudio e vídeo de rich media de base fonética, altamente escalonável e altamente preciso, atendendo aos setores de contact center, jurídico, rich media e governamental.",,,Ativo,http://www.nexidia.com/,Mineração de áudio e video
MicroStrategy Analytics Enterprise,13/04/2022   (BRT),"combina elegantemente a facilidade de uso da descoberta de dados visuais de autoatendimento com os recursos de segurança, escalabilidade e governança da inteligência de negócios de nível de produção.",,,Ativo,http://www.microstrategy.com/free/developers,"BI, banco de dados e OLAP"
BayesiaLab,13/04/2022   (BRT),"conjunto completo de ferramentas de rede bayesiana, incluindo aprendizagem supervisionada e não supervisionada e caixa de ferramentas de análise.",,,Ativo,http://www.bayesia.com/,Classificação: Bayesiano
WITNESS Miner,13/04/2022   (BRT),"uma ferramenta gráfica de mineração de dados com árvores de decisão, agrupamento, discretização, seleção de subconjunto de recursos e muito mais.",,,Ativo,http://www.witnessminer.com/,Suites/Plataformas
Diggernaut,13/04/2022   (BRT),permite que você transforme o conteúdo do site em conjuntos de dados - sem necessidade de conhecimentos de programação,,,Ativo,https://www.diggernaut.com/,Mineração de conteúdo da web
Nuggets,13/04/2022   (BRT),"constrói modelos que revelam fatos e relacionamentos ocultos, prevêem novos dados e localizam variáveis-chave (Windows).",,,Ativo,http://www.data-mine.com/solutions/nuggets,Suites/Plataformas
Download Analyzer,13/04/2022   (BRT),"pode rastrear visitantes, acessos, downloads, sites de referência e frases de pesquisa e fornecer dados de análise de tráfego para promoção na web e otimização de mecanismos de pesquisa.",,,Ativo,http://www.downloadanalyzer.com/,Análise de mídia social
MARS,13/04/2022   (BRT),"Regressão logística automatizada de J. Friedman para problemas de classificação binária. Tratamento automático de valores perdidos, detecção de interação, transformação de variável.",,,Ativo,http://www.salford-systems.com/,"Estimativa, regressão e previsão"
NETMAP analytics,13/04/2022   (BRT),"combinação inovadora de análise de link e visualização de dados, com aplicativos para detecção de fraude e análise de sinistros.",,,Ativo,http://www.netmap.com.au/,"Análise de gráficos e redes sociais, links e visualização"
WebQL from QL2,13/04/2022   (BRT),fornece sintaxe semelhante a SQL para criar agentes e robôs personalizados para extrair informações da web e fontes de texto.,,,Ativo,http://www.ql2.com/,Robôs
QIWare,13/04/2022   (BRT),uma solução de análise ágil com um conjunto completo de recursos para dar suporte ao ciclo de mineração de dados de ponta a ponta.,,,Ativo,http://www.fortewares.com/qiware,Suites/Plataformas
PNC2 Rule Induction System,13/04/2022   (BRT),Ferramenta de software do Windows que induz regras usando o algoritmo de cluster PNC2.,Free,,Ativo,http://www.newty.de/pnc2/,Classificação: Baseado em regras
Panopticon,13/04/2022   (BRT),"ferramentas de visualização de dados otimizadas para monitoramento e análise de dados em tempo real, com um modelo de dados OLAP na memória e capacidade de conexão com praticamente qualquer fonte de dados.",,,Ativo,http://www.panopticon.com/,Visualização
Anodot,13/04/2022   (BRT),fornece análises em tempo real e sistemas automatizados de detecção de anomalias para descobrir outliers em Big Data e transformá-los em valiosos insights de negócios.,,,Ativo,http://www.anodot.com/,"Detecção de anomalia, desvio de fraude"
StarProbe web-based,13/04/2022   (BRT),servidor multiusuário disponível para instituições acadêmicas.,Free,,Ativo,http://www.roselladb.com/starprobef.htm,Cluster e Segmentação
KINOsuite PR,13/04/2022   (BRT),extrai regras de redes neurais treinadas.,,,Ativo,http://www2.toshiba.co.jp/datamining/index.htm,Classificação: Abordagens múltiplas
Polyanalyst,13/04/2022   (BRT),"pacote abrangente para mineração de dados, agora também incluindo análise de texto, floresta de decisão e análise de link. Suporta OLE DB para Data Mining e tecnologia DCOM. apresenta vários algoritmos de classificação: Árvores de Decisão, Lógica Fuzzy e Raciocínio Baseado em Memória.",,,Ativo,http://www.megaputer.com/,Classificação: Abordagens múltiplas
XGOBI,13/04/2022   (BRT),um sistema de visualização de dados para visualizar dados de alta dimensão,Free,,Ativo,http://www.research.att.com/areas/stat/xgobi/,Visualização
Artificial Life,13/04/2022   (BRT),"desenvolve, comercializa e dá suporte a robôs inteligentes para a Internet.",,,Ativo,http://www.artificial-life.com/,Robôs
Graphviz,13/04/2022   (BRT),software de visualização de gráficos de código aberto.,Free,,Ativo,http://www.graphviz.org/,"Análise de gráficos e redes sociais, links e visualização"
PolyAnalyst,13/04/2022   (BRT),"inclui uma árvore de decisão de ganho de informação entre seus 11 algoritmos. suporta árvore de decisão, regras de lógica difusa e outros algoritmos de classificação. oferece armazenamento em cluster baseado no algoritmo de localização de anomalias (LA). inclui software para análise e visualização de links.",,,Ativo,http://www.megaputer.com/,"Análise de gráficos e redes sociais, links e visualização"
Mapit Designer,13/04/2022   (BRT),uma ferramenta de árvore de decisão simples usada para criar scripts online para ajudar os usuários a navegar por informações complexas para chegar à resposta certa.,,,Ativo,http://www.mapitdesigner.com/,Classificação: Árvore de decisão
Neural Designer,13/04/2022   (BRT),"um aplicativo avançado para descobrir relacionamentos complexos, reconhecer padrões desconhecidos e prever tendências reais a partir de conjuntos de dados.",,,Ativo,https://www.neuraldesigner.com/,Classificação: Rede neural
Alceste,13/04/2022   (BRT),"um software para a análise automática de dados textuais (questões abertas, literatura, artigos, etc.)",,,Ativo,http://www.image-zafar.com/english/index_alceste.htm,"Análise de texto, mineração de texto e recuperação de informações"
JUNG,13/04/2022   (BRT),"o Java Universal Network / Graph Framework, uma biblioteca de software para modelagem, análise e visualização de dados de rede.",Free,,Ativo,http://jung.sourceforge.net/,"Análise de gráficos e redes sociais, links e visualização"
Web Data Extraction,13/04/2022   (BRT),A Services fornece soluções e serviços robustos e de ponta para extração de dados de sites. ,,,Ativo,http://www.webdataextractions.com/,Mineração de conteúdo da web
Python Web Scraping,13/04/2022   (BRT),visão geral e exemplos,Free,,Ativo,https://likegeeks.com/python-web-scraping/,Mineração de conteúdo da web
Eaagle,13/04/2022   (BRT),"O software de mineração de texto permite que você analise rapidamente grandes volumes de texto não estruturado, crie relatórios e comunique facilmente suas descobertas.",,,Ativo,http://www.eaagle.com/,"Análise de texto, mineração de texto e recuperação de informações"
C4.5,13/04/2022   (BRT),"a ferramenta de árvore de decisão ""clássica"", desenvolvida por JR Quinlan, (distribuição restrita).",Free,,Ativo,http://www.rulequest.com/Personal/,Classificação: Árvore de decisão
VisualText,13/04/2022   (BRT),"um ambiente de desenvolvimento de analítica de texto abrangente, com linguagem NLP ++, base de conhecimento hierárquica / gráfica, geração automatizada de regras, árvore de análise única, em uma estrutura multiparadigma e multipasso.",,,Ativo,http://www.textanalysis.com/,"Análise de texto, mineração de texto e recuperação de informações"
PredictionIO,13/04/2022   (BRT),"um servidor de aprendizado de máquina de código aberto para desenvolvedores de software e engenheiros de dados para criar recursos preditivos, como personalização, recomendação e descoberta de conteúdo.",Free,,Ativo,http://prediction.io/,Suites/Plataformas
GIGA,13/04/2022   (BRT),Calculadoras estatísticas,Free,,Ativo,https://www.gigacalculator.com/calculators/statistics/,Análise Estatística
Exeura Rialto™,13/04/2022   (BRT),fornece suporte abrangente para todo o ciclo de vida da mineração de dados e análise a um preço acessível em uma única ferramenta fácil de usar.,,,Ativo,http://www.exeura.eu/,Suites/Plataformas
Viscovery explorative data mining modules,13/04/2022   (BRT),"com análise visual de cluster, segmentação e atribuição de medidas operacionais a segmentos definidos.",,,Ativo,http://www.viscovery.net/,Cluster e Segmentação
InetSoft Style Intelligence,13/04/2022   (BRT),plataforma de inteligência de negócios operacional orientada por visualização para painéis e mashups de dados.,,,Ativo,http://www.inetsoft.com/products/StyleIntelligence/,Visualização
DataRobot,13/04/2022   (BRT),Plataforma automatizada de aprendizado de máquina construída pelos principais cientistas de dados na Kaggle. Comercial.,,,Ativo,https://www.datarobot.com/,Ciência de Dados automatizada
Netica,13/04/2022   (BRT),"ferramentas de rede bayesiana (Win 95 / NT), demo disponível.",,,Ativo,http://www.norsys.com/,Classificação: Bayesiano
Sentinel Visualizer,13/04/2022   (BRT),"com os recursos de análise de rede social avançada, fornecendo a capacidade de ver e analisar relacionamentos complexos que existem nos dados.",,,Ativo,http://www.fmsasg.com/,"Análise de gráficos e redes sociais, links e visualização"
Wizsoft WizRule,13/04/2022   (BRT),encontra regras de associação e possíveis erros de dados,,,Ativo,,Regras de associação
Lumidatum,13/04/2022   (BRT),"Plataforma de ciência de dados que permite personalização e análise preditiva dentro de seus aplicativos, produtos e serviços.",,,Ativo,http://www.lumidatum.com/,Suites/Plataformas
Astera ReportMiner,13/04/2022   (BRT),permite que usuários sem formação técnica extraiam e transformem dados de praticamente qualquer relatório e mapeiem e exportem dados em qualquer lugar.,,,Ativo,http://www.astera.com/report-miner,"Transformação de dados, limpeza de dados"
Helium Scraper,13/04/2022   (BRT),um poderoso Web Page Scraper / Web Data Extractor que pode ser configurado para extrair da web virtualmente qualquer coisa para onde você apontar o mouse.,,,Ativo,http://www.heliumscraper.com/,Mineração de conteúdo da web
Centrifuge Systems,13/04/2022   (BRT),"oferece suporte a perguntas abertas sobre quem, o quê, onde, por que e quando, para rápida descoberta de relacionamentos não óbvios, anomalias e muito mais.",,,Ativo,http://www.centrifugesystems.com/,Visualização
Juttle,13/04/2022   (BRT),"uma plataforma de código aberto para construir análises e visualizações, com uma poderosa linguagem de programação de fluxo de dados, adaptadores para ler de vários back-ends de dados e uma biblioteca de visualizações integrada.",,,Ativo,http://juttle.github.io/,"Bibliotecas, componentes e kits de desenvolvedor"
RapAnalyst(tm),13/04/2022   (BRT),"usa inteligência artificial avançada para criar modelos preditivos dinâmicos, para revelar relações entre dados novos e históricos.",,,Ativo,http://www.raptorinternational.com/,Suites/Plataformas
EXASOL AG,13/04/2022   (BRT),"um fornecedor líder de soluções de data warehouse in-memory e plataforma analítica para Big Data, com banco de dados mais rápido no benchmark TPC-H.",,,Ativo,http://www.exasol.com/,"BI, banco de dados e OLAP"
sna,13/04/2022   (BRT),"Ferramentas R para Análise de Redes Sociais, incluindo índices em nível de nó e gráfico, distância estrutural e métodos de covariância, detecção de equivalência estrutural e muito mais.",Free,,Ativo,http://cran.us.r-project.org/web/packages/sna/index.html,"Análise de gráficos e redes sociais, links e visualização"
IBM SPSS Modeler (Clementine),13/04/2022   (BRT),um ambiente de trabalho de mineração de dados visual e poderoso.,,,Ativo,http://www-01.ibm.com/software/analytics/spss/products/modeler/,Suites/Plataformas
GMDH Shell,13/04/2022   (BRT),"uma ferramenta avançada, mas fácil de usar, para modelagem preditiva e mineração de dados. cria classificadores baseados em redes neurais do tipo GMDH. software de previsão que cria modelos preditivos baseados em redes neurais artificiais.",,,Ativo,http://www.gmdhshell.com/,"Estimativa, regressão e previsão"
Ascribe,13/04/2022   (BRT),"oferecendo uma abordagem de tecnologia híbrida exclusiva, combinando processamento de linguagem natural, aprendizado de máquina e ferramentas de codificação semiautomáticas, desde 1999.",,,Ativo,http://www.goascribe.com/,"Análise de texto, mineração de texto e recuperação de informações"
GenIQ Model,13/04/2022   (BRT),usa aprendizado de máquina para tarefa de regressão,,,Ativo,,Suites/Plataformas
PowerOLAP,13/04/2022   (BRT),"fornece conectividade dinâmica para sistemas relacionais, via planilha do Excel ou navegador da Web para orçamentos avançados, previsões, análises em tempo real e relatórios.",,,Ativo,http://www.olap.com/,"BI, banco de dados e OLAP"
YaDT: Yet another Decision Tree builder,13/04/2022   (BRT),uma nova implementação do algoritmo de indução de árvore de decisão C4.5 projetado e implementado em C ++ padrão a partir do zero.,Free,,Ativo,http://www.di.unipi.it/~ruggieri/software,Classificação: Árvore de decisão
Dataladder ProductMatch,13/04/2022   (BRT),usa a melhor tecnologia semântica da classe para reconhecer e transformar dados não estruturados e imprevisíveis.,,,Ativo,http://dataladder.com/products/productmatch/,Classificação: Abordagens múltiplas
NodeXL Basic,13/04/2022   (BRT),um modelo de código aberto gratuito para Microsoft Excel (2007 e posterior) no Windows que facilita a exploração de gráficos de rede.,,,Ativo,http://nodexlgraphgallery.org/Pages/AboutNodeXL.aspx,"Análise de gráficos e redes sociais, links e visualização"
Scikit learn,13/04/2022   (BRT),aprendizado de máquina em Python.,Free,,Ativo,http://scikit-learn.org/stable/index.html,"Bibliotecas, componentes e kits de desenvolvedor"
Datamite,13/04/2022   (BRT),permite que regras e conhecimento sejam descobertos em bancos de dados relacionais compatíveis com ODBC.,,,Ativo,http://www.lpa.co.uk/,Classificação: Baseado em regras
Augify,13/04/2022   (BRT),plataforma baseada em nuvem para significado e visualização em tempo real.,,,Ativo,http://www.augify.com/,Visualização
K.wiz from thinkAnalytics,13/04/2022   (BRT),"da thinkAnalytics - plataforma de mineração de dados em tempo real altamente escalável, incorporável e baseada em Java. Projetado para soluções de clientes e OEM. fornece uma gama de componentes de visualização Java, incluindo mapas de calor, árvores de decisão, gráficos de dispersão 3D e regras de associação.",,,Ativo,http://www.thinkanalytics.com/,Visualização
AnalyticsCanvas,13/04/2022   (BRT),"ajuda a automatizar o fluxo de dados de insights do Google Analytics e Facebook, conecta-se a várias fontes de dados, executa cálculos e transformações de dados e exporta dados para armazenamento e visualização.",,,Ativo,http://www.analyticscanvas.com/,"Transformação de dados, limpeza de dados"
PV-WAVE,13/04/2022   (BRT),"linguagem de programação de quarta geração orientada a array que permite aos usuários importar, manipular, analisar e visualizar dados rapidamente.",,,Ativo,http://www.vni.com/products/wave/pvwave/overview.php,Visualização
InetSoft Style Scope,13/04/2022   (BRT),análise de dados visuais em tempo real baseada na web e aplicativo de painel com designer de arrastar e soltar.,,,Ativo,http://www.inetsoft.com/products/StyleScope/,Visualização
ABM: Automatic Business Modeler,13/04/2022   (BRT),constrói automaticamente modelos preditivos precisos e interpretáveis. Comercial.,,,Ativo,http://e-abm.com/,Ciência de Dados automatizada
TIBCO Spotfire S-PLUS,13/04/2022   (BRT),"uma linguagem e ferramenta para análise de dados, mineração de dados, modelagem estatística e visualização.",,,Ativo,http://spotfire.tibco.com/products/s-plus/statistical-analysis-software.aspx/,Análise Estatística
Ontotext,13/04/2022   (BRT),"fornece tecnologia semântica que combina mineração de texto, inferência e um banco de dados de gráficos para fornecer soluções otimizadas de gerenciamento de conhecimento, pesquisa e análise semântica.",,,Ativo,http://www.ontotext.com/,"Análise de texto, mineração de texto e recuperação de informações"
Analyse-it,13/04/2022   (BRT),"Software de avaliação e validação de métodos para Excel. Inclui curvas ROC, comparação de métodos, imprecisão NCCLS, intervalos de referência e linearidade NCCLS. Teste grátis de 30 dias.",,,Ativo,http://www.analyse-it.com/products/clinical/overview.htm,"Classificação: Análise, ROC"
auto-sklearn,13/04/2022   (BRT),um kit de ferramentas de aprendizado de máquina automatizado e um substituto imediato para um estimador scikit-learn. Código aberto.,,,Ativo,https://github.com/automl/auto-sklearn,Ciência de Dados automatizada
htminer,13/04/2022   (BRT),"análise de suporte de logs da web (incluindo visitantes únicos, sessões, transações)",,,Ativo,,Mineração de uso da web
ConversionTrack from Antssoft,13/04/2022   (BRT),análise de log da web e relatórios sobre as taxas de conversão de visitantes.,,,Ativo,http://www.antssoft.com/,Mineração de uso da web
ELKI: Environment for DeveLoping KDD-Applications Supported by Index-Structures,13/04/2022   (BRT),"uma estrutura em Java que inclui clustering, detecção de outlier e outros algoritmos",,,Ativo,,Suites/Plataformas
GenIQ Model,13/04/2022   (BRT),usa aprendizado de máquina para tarefa de regressão,,,Ativo,,"Classificação: Genética, Lógica Fuzzy e outros"
GATE,13/04/2022   (BRT),"um kit de ferramentas de código aberto líder para Text Mining, com uma estrutura de código aberto gratuito (ou SDK) e ambiente de desenvolvimento gráfico.",Free,,Ativo,http://gate.ac.uk/,"Análise de texto, mineração de texto e recuperação de informações"
Infranodus,13/04/2022   (BRT),gere insights usando a análise de rede de texto para descobrir as lacunas estruturais em seu conhecimento.,,,Ativo,https://infranodus.com/,Visualização
Angoss Knowledge Studio,13/04/2022   (BRT),um conjunto abrangente de ferramentas de mineração de dados e modelagem preditiva,,,Ativo,,Suites/Plataformas
UCINET,13/04/2022   (BRT),um pacote para análise de redes sociais.,,,Ativo,http://www.analytictech.com/,"Análise de gráficos e redes sociais, links e visualização"
GenIQ Model,13/04/2022   (BRT),usa aprendizado de máquina para tarefa de regressão,,,Ativo,,"Estimativa, regressão e previsão"
Ubiq Analytics,13/04/2022   (BRT),"um aplicativo da web para facilmente analisar e relatar dados MySQL, funciona em MySQL local, máquina remota ou serviços em nuvem como AWS.",,,Ativo,http://ubiq.co/,"BI, banco de dados e OLAP"
Dataladder ProductMatch,13/04/2022   (BRT),usa a melhor tecnologia semântica da classe para reconhecer e transformar dados não estruturados e imprevisíveis.,,,Ativo,http://dataladder.com/products/productmatch/,"Análise de texto, mineração de texto e recuperação de informações"
Frontera,13/04/2022   (BRT),um gerenciador de fronteira de rastreamento que permite enviar rastreamento para várias aranhas em paralelo - anúncio. ,Free,,Ativo,,Mineração de conteúdo da web
bi-drillet,13/04/2022   (BRT),ferramenta baseada na web que anima dados tabulares,,,Ativo,,Visualização
ML-Flex,13/04/2022   (BRT),um pacote de software de código aberto projetado para permitir o processamento flexível e eficiente de conjuntos de dados díspares para aprendizado de máquina (classificação).,Free,,Ativo,http://mlflex.sourceforge.net/,Classificação: Abordagens múltiplas
R,13/04/2022   (BRT),uma linguagem e ambiente para computação estatística e gráficos. Um projeto GNU semelhante à linguagem S. inclui vários pacotes relevantes para análise de rede social: igraph: pacote genérico de análise de rede,,,Ativo,,"Análise de gráficos e redes sociais, links e visualização"
DQ Global,13/04/2022   (BRT),"limpeza de dados, software de gerenciamento de dados, incluindo eliminação de duplicação, fusão / eliminação, correção e supressão de endereços.",,,Ativo,http://www.dqglobal.com/,"Transformação de dados, limpeza de dados"
Corvu,13/04/2022   (BRT),"um provedor global de Enterprise Business Performance Management, e-Business Intelligence e soluções de Balanced Scorecard.",,,Ativo,http://www.corvu.com/,"BI, banco de dados e OLAP"
SWAPit,13/04/2022   (BRT),"A ferramenta de análise de texto e dados Fraunhofer-FIT (versão atualizada do DocMINER) oferece recursos de mineração e recuperação de texto visual, incluindo pesquisa, estatísticas de termos e resumo",,,Ativo,,"Análise de texto, mineração de texto e recuperação de informações"
Weave,13/04/2022   (BRT),uma plataforma de visualização baseada na web projetada para permitir a visualização de quaisquer dados disponíveis por qualquer pessoa para qualquer propósito.,Free,,Ativo,http://www.oicweave.org/,Visualização
Essbase,13/04/2022   (BRT),"otimizado para relatórios de gestão empresarial, análise e aplicativos de planejamento.",,,Ativo,http://www.hyperion.com/,"BI, banco de dados e OLAP"
Chordalysis,13/04/2022   (BRT),"um método de análise log-linear para big data, que explora descobertas recentes na teoria dos grafos, representando modelos complexos como composições de estruturas triangulares (também conhecidas como grafos cordais).",Free,,Ativo,https://sourceforge.net/projects/chordalysis/,Classificação: Bayesiano
MLDB,13/04/2022   (BRT),"um banco de dados de código aberto projetado para aprendizado de máquina. Envie comandos por meio de uma API RESTful para armazenar dados, explore-os usando SQL, treine modelos de aprendizado de máquina e exponha-os como APIs.",Free,,Ativo,https://mldb.ai/,Suites/Plataformas
Sav Z DBMS and Server,13/04/2022   (BRT),"SGBD objeto-relacional, codificado em Java, apresentando expressiva linguagem Sav Z. Download grátis!",,,Ativo,http://savtechno.com/,"BI, banco de dados e OLAP"
Kogentix,13/04/2022   (BRT),A plataforma de aprendizado de máquina automatizada é executada nativamente no Spark e inclui todos os elementos necessários para construir e executar um aplicativo de aprendizado de máquina. ,,,Ativo,http://kogentix.com/,Ciência de Dados automatizada
Automation Anywhere,13/04/2022   (BRT),"software de automação inteligente para automatizar processos de negócios e TI, incluindo extração de dados da web e captura de tela.",,,Ativo,http://www.automationanywhere.com/,Mineração de conteúdo da web
Shapelets,13/04/2022   (BRT),"é a primeira plataforma de última geração para análise de dados de séries temporais. Da coleta de dados, armazenamento, análise e visualização de dados, Shapelets se integra perfeitamente com fluxos de dados, dados em repouso, ferramentas de BI e MS Office.",,,Ativo,https://shapelets.io/,Padrões sequenciais e séries temporais
Magnum Opus,13/04/2022   (BRT),"ferramenta flexível para encontrar associações em dados, incluindo suporte estatístico para evitar descobertas espúrias.",,,Ativo,http://www.giwebb.com/,Regras de associação
TIBCO Spotfire Miner,13/04/2022   (BRT),"combinando a visualização Spotfile, Insightful Miner, S + com interface de usuário intuitiva de arrastar e soltar.",,,Ativo,http://spotfire.tibco.com/,Suites/Plataformas
Lexalytics,13/04/2022   (BRT),fornece software analítico de texto corporativo e hospedado para transformar texto não estruturado em dados estruturados.,,,Ativo,http://www.lexalytics.com/,"Análise de texto, mineração de texto e recuperação de informações"
CViz Cluster Visualization,13/04/2022   (BRT),para analisar grandes conjuntos de dados de alta dimensão,,,Ativo,,Cluster e Segmentação
Polyanalyst,13/04/2022   (BRT),"pacote abrangente para mineração de dados, agora também incluindo análise de texto, floresta de decisão e análise de link. Suporta OLE DB para Data Mining e tecnologia DCOM. apresenta vários algoritmos de classificação: Árvores de Decisão, Lógica Fuzzy e Raciocínio Baseado em Memória.",,,Ativo,http://www.megaputer.com/,Suites/Plataformas
VisuaLinks(TM) suite,13/04/2022   (BRT),ferramenta de análise de links e visualização de dados,,,Ativo,http://www.visualanalytics.com/,"Análise de gráficos e redes sociais, links e visualização"
Copernic Summarizer,13/04/2022   (BRT),pode ler e resumir o conteúdo de texto de documentos e páginas da Web em vários idiomas a partir de vários aplicativos,,,Ativo,http://www.copernic.com/,"Análise de texto, mineração de texto e recuperação de informações"
BurgSys,13/04/2022   (BRT),"oferece produtos de software para mineração de imagens, análise de áudio e análise de vídeo.",,,Ativo,http://www.burgsys.com/,Mineração de áudio e video
Blendo ETL-as-a-service platform,13/04/2022   (BRT),"projetado para oferecer suporte à integração de dados de vários aplicativos SaaS e carregamento rápido em um data warehouse como Google BigQuery, Amazon Redshift ou Microsoft SQL Server.",,online,Ativo,https://www.blendo.co/,"Transformação de dados, limpeza de dados"
Lextek Onix Toolkit,13/04/2022   (BRT),para adicionar pesquisa e recuperação de indexação de texto completo de alto desempenho aos aplicativos.,,,Ativo,http://www.lextek.com/,"Análise de texto, mineração de texto e recuperação de informações"
Web Identity Search Tool (WIST),13/04/2022   (BRT),"para investigar dados no Facebook, incluindo encontrar os graus de separação entre dois usuários.",,online,Ativo,http://www.harmari.com/web-identity-search-tool-wist/,"Análise de gráficos e redes sociais, links e visualização"
Polychart Embeddable,13/04/2022   (BRT),uma ferramenta de gráficos que pode ser colocada em qualquer lugar da web.,,,Ativo,http://www.polychart.com/,Visualização
NetOwl (from SRA International),13/04/2022   (BRT),"texto multilíngue e análise de entidade: extrai entidades, links e eventos, realiza correspondência de nome e resolução de identidade, atribui latitude / longitude a referências geográficas, traduz nomes em idiomas estrangeiros e realiza análise de sentimento.",,,Ativo,http://www.netowl.com/,"Análise de texto, mineração de texto e recuperação de informações"
MoData,13/04/2022   (BRT),"A plataforma de tecnologia agrega, limpa e gera cubos analíticos de fontes diferentes de ERP e CRP e fornece uma plataforma de entrega de dados científicos e percepções.",,,Ativo,http://www.mo-data.com/,"Transformação de dados, limpeza de dados"
Hummingbird ETL,13/04/2022   (BRT),solução de integração de dados poderosa.,,,Ativo,http://www.hummingbird.com/products/index.html,"Transformação de dados, limpeza de dados"
prudsys DISCOVERER,13/04/2022   (BRT),árvores de decisão não lineares (NDTs) e métodos de grade esparsa para classificação,,,Ativo,http://www.prudsys.com/,Classificação: Abordagens múltiplas
Graf-FX,13/04/2022   (BRT),"analise até 8 valores numéricos e analise até 5 níveis de detalhe. Visualize seus dados em uma variedade de gráficos e consultas 2D ou 3D. Interfaces com Access 95, 97, 2000",Free,,Ativo,http://www.gr-fx.com/,Visualização
Nihuo Web Log Analyzer,13/04/2022   (BRT),"fornece uma análise abrangente de ""quem, o quê, quando, onde e como"" os clientes visitaram seu site.",,,Ativo,http://www.loganalyzer.net/,Análise de mídia social
Statistica Data Miner,13/04/2022   (BRT),"uma análise de dados estatísticos, gráficos, gerenciamento de banco de dados e sistema de desenvolvimento de aplicativos abrangente e integrado.",,,Ativo,http://www.statsoft.com/products/dataminer.html,Classificação: Abordagens múltiplas
Kaidara Advisor (Acknosoft KATE),13/04/2022   (BRT),Raciocínio baseado em casos (CBR) e mecanismo de mineração de dados.,,,Ativo,http://www.kaidara.com/,Suites/Plataformas
Quantum 4d,13/04/2022   (BRT),"plataforma multiusuário de visualização, conhecimento e percepção",,,Ativo,,Visualização
Download Analyzer,13/04/2022   (BRT),"pode rastrear visitantes, acessos, downloads, sites de referência e frases de pesquisa e fornecer dados de análise de tráfego para promoção na web e otimização de mecanismo de pesquisa.",,,Ativo,http://www.downloadanalyzer.com/,Mineração de uso da web
InstantAtlas™,13/04/2022   (BRT),"melhora a comunicação visual de dados estatísticos baseados em localização, com soluções de relatórios que combinam estatísticas e dados de mapas.",,,Ativo,http://www.instantatlas.com/Choose_your_language.xhtml,Visualização
Loom Systems,13/04/2022   (BRT),"desenvolve o primeiro cientista de dados com inteligência artificial. Construído para simplicidade operacional de baixo toque, ele extrai automaticamente o valor do big data e o apresenta junto com as ações recomendadas.",,,Ativo,http://www.loomsystems.com/,Ciência de Dados automatizada
Tiberius,13/04/2022   (BRT),"Rede Neural MLP para problemas de classificação e regressão. Inclui uma ferramenta de modelagem e visualização de dados, SVM, redes neurais, regressão logística, visualização 3D e muito mais (grátis para funcionários da universidade e alunos).",Free,,Ativo,http://www.philbrierley.com/,"Estimativa, regressão e previsão"
Predictive Analytics Framework by RRECKTEK,13/04/2022   (BRT),"é um ambiente de modelagem HPC R e Python de alto desempenho disponível no mercado AWS. Inclui a versão mais recente do R, todos os pacotes CRAN e todos os produtos RStudio gratuitos instalados por padrão.",,,Ativo,https://www.predictiveanalyticsframework.com/,Suites/Plataformas
KnowledgeSTUDIO SDK,13/04/2022   (BRT),oferecendo aos desenvolvedores de aplicativos empresariais acesso a uma ampla API e biblioteca de componentes de mineração de dados,,,Ativo,http://www.angoss.com/,"Bibliotecas, componentes e kits de desenvolvedor"
ShareInsight on AWS,13/04/2022   (BRT),é uma ferramenta analítica de dados que aproveita o poder dos serviços da AWS para utilizar totalmente o poder e a agilidade da nuvem para análises mais rápidas e profundas.,,,Ativo,https://accelerite.com/products/shareinsights/shareinsights-on-aws/,Suites/Plataformas
uxColor,13/04/2022   (BRT),"software patenteado de visualização de dados que representa números em campos de cores, com tendências e padrões que aparecem como fluxos no campo de cores.",,,Ativo,https://uxmarketflow.com/,Visualização
Grobian,13/04/2022   (BRT),software amigável para analisar dados com a tecnologia de conjunto bruto (C ++).,Free,,Ativo,http://www.infj.ulst.ac.uk/~cccz23/grobian/grobian.html,"Classificação: Genética, Lógica Fuzzy e outros"
KEEL,13/04/2022   (BRT),"inclui algoritmos de extração de conhecimento, técnicas de pré-processamento, aprendizado de regras evolutivas, sistemas genéticos fuzzy e muito mais.",Free,,Ativo,http://www.keel.es/,Suites/Plataformas
Tiberius,13/04/2022   (BRT),"Rede Neural MLP para problemas de classificação e regressão. Inclui uma ferramenta de modelagem e visualização de dados, SVM, redes neurais, regressão logística, visualização 3D e muito mais (grátis para funcionários da universidade e alunos).",,,Ativo,http://www.tiberius.biz/,Classificação: Abordagens múltiplas
MATLAB,13/04/2022   (BRT),"um ambiente de computação integrado que combina computação numérica, visualização avançada e uma linguagem de programação de alto nível.",,,Ativo,http://www.mathworks.com/,Análise Estatística
